CustomerID,Recency,Frequency,Monetary,TotalQuantity,AverageOrderValue,UniqueProducts,UniqueCategories,ReturnRate,CancellationRate,AverageDiscount,AverageOrderFrequency,first_order_date,last_order_date,ActiveDays
CUST005947,754,1,1040.49,5,1040.49,1,1,0.0,0.0,0.0,1.0,2022-12-06,2022-12-06,1
CUST005948,90,1,1273.57,5,1273.57,1,1,0.0,0.0,0.2,1.0,2024-09-30,2024-09-30,1
CUST005950,954,4,4307.55,15,1076.8875,4,2,0.0,0.0,0.05,0.005427408412483039,2020-05-14,2022-05-20,737
CUST005952,124,2,2104.28,5,1052.14,2,1,0.0,0.0,0.05,0.0014925373134328358,2020-12-27,2024-08-27,1340
CUST005954,935,1,71.77,1,71.77,1,1,0.0,0.0,0.0,1.0,2022-06-08,2022-06-08,1
CUST005955,674,3,2082.71,10,694.2366666666667,3,3,0.0,0.0,0.08333333333333333,0.0035046728971962616,2020-10-22,2023-02-24,856
CUST005957,608,4,4369.28,12,1092.32,4,4,0.25,0.0,0.1125,0.004419889502762431,2020-11-08,2023-05-01,905
CUST005960,1633,1,677.81,5,677.81,1,1,1.0,0.0,0.0,1.0,2020-07-10,2020-07-10,1
CUST005961,1607,1,895.83,4,895.83,1,1,0.0,0.0,0.15,1.0,2020-08-05,2020-08-05,1
CUST005962,1663,1,235.83,3,235.83,1,1,0.0,0.0,0.2,1.0,2020-06-10,2020-06-10,1
CUST005963,496,1,890.49,2,890.49,1,1,0.0,0.0,0.2,1.0,2023-08-21,2023-08-21,1
CUST005964,112,3,1644.68,9,548.2266666666667,3,3,0.3333333333333333,0.0,0.0,0.001834862385321101,2020-03-19,2024-09-08,1635
CUST005965,359,1,1752.75,5,1752.75,1,1,0.0,0.0,0.1,1.0,2024-01-05,2024-01-05,1
CUST005966,241,1,1016.56,4,1016.56,1,1,0.0,0.0,0.15,1.0,2024-05-02,2024-05-02,1
CUST005967,768,2,2484.31,9,1242.155,2,2,0.0,0.0,0.0,0.004081632653061225,2021-07-21,2022-11-22,490
CUST005968,711,3,2688.76,8,896.2533333333334,3,2,0.0,0.0,0.06666666666666667,0.006085192697768763,2021-09-13,2023-01-18,493
CUST005969,40,2,1827.51,9,913.755,2,2,0.0,0.0,0.125,0.001384083044982699,2020-12-06,2024-11-19,1445
CUST005970,191,2,1204.07,6,602.035,2,2,0.0,0.0,0.07500000000000001,0.003194888178913738,2022-10-05,2024-06-21,626
CUST005971,428,2,988.3299999999999,4,494.16499999999996,2,2,0.0,0.0,0.025,0.0032414910858995136,2022-02-19,2023-10-28,617
CUST005972,658,3,1656.8400000000001,7,552.2800000000001,3,2,0.0,0.0,0.03333333333333333,0.004081632653061225,2021-03-08,2023-03-12,735
CUST005973,20,2,1253.82,3,626.91,2,2,0.0,0.0,0.175,0.0015105740181268882,2021-04-26,2024-12-09,1324
CUST005974,850,1,961.18,4,961.18,1,1,0.0,0.0,0.15,1.0,2022-09-01,2022-09-01,1
CUST005975,1219,1,560.42,1,560.42,1,1,0.0,0.0,0.0,1.0,2021-08-28,2021-08-28,1
CUST005976,29,3,2328.92,10,776.3066666666667,3,2,0.0,0.0,0.03333333333333333,0.002362204724409449,2021-06-10,2024-11-30,1270
CUST005977,789,1,2438.77,4,2438.77,1,1,0.0,0.0,0.0,1.0,2022-11-01,2022-11-01,1
CUST005978,146,1,1381.16,4,1381.16,1,1,0.0,0.0,0.0,1.0,2024-08-05,2024-08-05,1
CUST005979,1333,1,513.18,3,513.18,1,1,0.0,0.0,0.25,1.0,2021-05-06,2021-05-06,1
CUST005982,639,2,2168.54,6,1084.27,2,2,0.0,0.0,0.025,0.004866180048661801,2022-02-14,2023-03-31,411
CUST005983,38,2,1009.69,8,504.845,2,2,0.0,0.0,0.0,0.0012919896640826874,2020-08-27,2024-11-21,1548
CUST005984,116,3,2389.15,9,796.3833333333333,3,3,0.0,0.0,0.0,0.0024271844660194173,2021-04-18,2024-09-04,1236
CUST005985,188,2,2410.93,8,1205.465,2,2,0.0,0.0,0.1,0.022988505747126436,2024-03-30,2024-06-24,87
CUST005986,799,1,910.13,3,910.13,1,1,0.0,0.0,0.05,1.0,2022-10-22,2022-10-22,1
CUST005987,708,3,6177.1900000000005,14,2059.0633333333335,3,2,0.0,0.0,0.016666666666666666,0.007874015748031496,2022-01-06,2023-01-21,381
CUST005988,1568,2,772.08,2,386.04,2,2,0.0,0.0,0.075,0.03333333333333333,2020-07-16,2020-09-13,60
CUST005989,1649,2,3009.62,7,1504.81,2,2,0.0,0.0,0.0,0.02197802197802198,2020-03-26,2020-06-24,91
CUST005990,594,1,507.08,2,507.08,1,1,0.0,0.0,0.0,1.0,2023-05-15,2023-05-15,1
CUST005991,47,2,874.76,3,437.38,2,2,0.0,0.0,0.1,0.0011267605633802818,2020-01-04,2024-11-12,1775
CUST005993,727,2,548.71,7,274.355,2,1,0.0,0.0,0.125,0.002290950744558992,2020-08-13,2023-01-02,873
CUST005994,125,4,2653.6000000000004,12,663.4000000000001,4,3,0.0,0.0,0.025,0.003427592116538132,2021-06-17,2024-08-26,1167
CUST005995,199,3,715.62,10,238.54,2,2,0.0,0.0,0.06666666666666667,0.006578947368421052,2023-03-16,2024-06-13,456
CUST005996,1223,1,1337.72,4,1337.72,1,1,0.0,0.0,0.0,1.0,2021-08-24,2021-08-24,1
CUST005997,1036,2,742.34,2,371.17,2,2,0.0,0.0,0.1,0.016666666666666666,2021-10-31,2022-02-27,120
CUST005998,213,2,3523.1099999999997,8,1761.5549999999998,2,2,0.0,0.0,0.15,0.008064516129032258,2023-09-26,2024-05-30,248
CUST005999,131,3,2613.7200000000003,8,871.2400000000001,3,3,0.0,0.0,0.03333333333333333,0.001946787800129786,2020-06-02,2024-08-20,1541
CUST006000,1165,1,151.41,1,151.41,1,1,0.0,0.0,0.05,1.0,2021-10-21,2021-10-21,1
CUST006001,273,2,1015.78,7,507.89,2,2,0.0,0.0,0.05,0.0017730496453900709,2021-02-28,2024-03-31,1128
CUST006004,616,3,5291.5599999999995,11,1763.8533333333332,3,3,0.3333333333333333,0.0,0.08333333333333333,0.0048,2021-08-07,2023-04-23,625
CUST006005,159,2,2412.6600000000003,5,1206.3300000000002,2,2,0.0,0.0,0.125,0.012987012987012988,2024-02-21,2024-07-23,154
CUST006006,39,2,724.72,3,362.36,2,2,0.0,0.0,0.0,0.0011918951132300357,2020-04-18,2024-11-20,1678
CUST006008,338,3,3233.75,13,1077.9166666666667,3,2,0.0,0.0,0.08333333333333333,0.0024529844644317253,2020-09-21,2024-01-26,1223
CUST006009,1361,3,1564.06,7,521.3533333333334,3,2,0.0,0.0,0.03333333333333333,0.014563106796116505,2020-09-15,2021-04-08,206
CUST006010,564,1,284.58,2,284.58,1,1,0.0,0.0,0.1,1.0,2023-06-14,2023-06-14,1
CUST006011,459,2,3418.85,7,1709.425,2,2,0.0,0.0,0.05,0.006666666666666667,2022-12-02,2023-09-27,300
CUST006013,348,3,1481.76,9,493.92,3,3,0.0,0.0,0.09999999999999999,0.006263048016701462,2022-09-25,2024-01-16,479
CUST006014,14,4,1847.1999999999998,11,461.79999999999995,4,3,0.0,0.0,0.0625,0.003028009084027252,2021-05-05,2024-12-15,1321
CUST006015,938,2,1503.96,6,751.98,2,2,0.0,0.0,0.07500000000000001,0.0035842293906810036,2020-11-25,2022-06-05,558
CUST006016,17,2,1095.5,7,547.75,2,2,0.0,0.0,0.07500000000000001,0.0023612750885478157,2022-08-19,2024-12-12,847
CUST006017,440,2,810.94,4,405.47,2,1,0.0,0.0,0.1,0.004405286343612335,2022-07-20,2023-10-16,454
CUST006018,329,4,6680.06,16,1670.015,4,4,0.0,0.25,0.0875,0.0029917726252804786,2020-06-08,2024-02-04,1337
CUST006019,204,2,1335.6299999999999,3,667.8149999999999,2,2,0.0,0.0,0.125,0.0013003901170351106,2020-03-24,2024-06-08,1538
CUST006020,582,1,230.3,1,230.3,1,1,0.0,0.0,0.0,1.0,2023-05-27,2023-05-27,1
CUST006021,111,2,2449.1600000000003,5,1224.5800000000002,2,2,0.0,0.0,0.025,0.00909090909090909,2024-02-03,2024-09-09,220
CUST006022,627,1,276.43,1,276.43,1,1,0.0,0.0,0.1,1.0,2023-04-12,2023-04-12,1
CUST006023,1442,2,1208.9299999999998,4,604.4649999999999,2,1,0.0,0.0,0.15000000000000002,0.012345679012345678,2020-08-09,2021-01-17,162
CUST006024,979,2,865.64,5,432.82,2,2,0.0,0.0,0.0,0.003656307129798903,2020-10-26,2022-04-25,547
CUST006025,27,5,5777.889999999999,13,1155.578,4,4,0.2,0.2,0.09,0.003094059405940594,2020-07-01,2024-12-02,1616
CUST006026,363,2,2364.3100000000004,5,1182.1550000000002,2,2,0.0,0.5,0.075,0.0014285714285714286,2020-03-03,2024-01-01,1400
CUST006027,119,5,2876.1499999999996,12,575.2299999999999,5,5,0.0,0.0,0.11000000000000001,0.003457814661134163,2020-09-17,2024-09-01,1446
CUST006028,369,2,2053.38,7,1026.69,2,2,0.0,0.0,0.05,0.0017809439002671415,2020-11-29,2023-12-26,1123
CUST006029,1373,2,2751.4199999999996,6,1375.7099999999998,2,1,0.0,0.5,0.05,0.00477326968973747,2020-02-03,2021-03-27,419
CUST006032,686,2,489.09000000000003,2,244.54500000000002,2,1,0.0,0.5,0.25,0.00258732212160414,2021-01-01,2023-02-12,773
CUST006033,1131,2,2264.82,4,1132.41,2,2,0.0,0.5,0.075,0.006289308176100629,2021-01-11,2021-11-24,318
CUST006034,10,5,6836.35,19,1367.27,5,4,0.0,0.0,0.11000000000000001,0.0032404406999351912,2020-09-29,2024-12-19,1543
CUST006035,95,2,3505.83,8,1752.915,1,2,0.0,0.0,0.0,0.0015037593984962407,2021-02-04,2024-09-25,1330
CUST006037,1809,1,1754.13,5,1754.13,1,1,0.0,0.0,0.25,1.0,2020-01-16,2020-01-16,1
CUST006038,1588,1,1671.35,5,1671.35,1,1,0.0,0.0,0.2,1.0,2020-08-24,2020-08-24,1
CUST006039,756,1,247.85,1,247.85,1,1,0.0,0.0,0.05,1.0,2022-12-04,2022-12-04,1
CUST006040,715,2,2669.5899999999997,8,1334.7949999999998,2,2,0.0,0.0,0.07500000000000001,0.002894356005788712,2021-02-23,2023-01-14,691
CUST006041,670,3,5082.05,12,1694.0166666666667,3,3,0.0,0.0,0.049999999999999996,0.002849002849002849,2020-04-12,2023-02-28,1053
CUST006044,278,2,1646.11,6,823.055,2,2,0.0,0.0,0.125,0.008403361344537815,2023-08-02,2024-03-26,238
CUST006045,2,4,4714.03,13,1178.5075,4,4,0.0,0.0,0.0875,0.0022099447513812156,2020-01-14,2024-12-27,1810
CUST006046,204,4,5962.16,12,1490.54,4,4,0.0,0.0,0.05,0.0045351473922902496,2022-01-09,2024-06-08,882
CUST006047,1186,1,210.43,1,210.43,1,1,0.0,0.0,0.05,1.0,2021-09-30,2021-09-30,1
CUST006048,759,2,1605.53,6,802.765,2,2,0.0,0.0,0.07500000000000001,0.002564102564102564,2020-10-13,2022-12-01,780
CUST006049,288,1,255.3,1,255.3,1,1,0.0,0.0,0.2,1.0,2024-03-16,2024-03-16,1
CUST006051,310,6,6413.24,17,1068.8733333333332,6,3,0.0,0.0,0.05833333333333334,0.007263922518159807,2021-11-20,2024-02-23,826
CUST006052,155,3,2806.8900000000003,9,935.6300000000001,3,2,0.3333333333333333,0.0,0.05000000000000001,0.0019230769230769232,2020-04-20,2024-07-27,1560
CUST006053,619,3,1447.03,10,482.3433333333333,3,3,0.0,0.0,0.16666666666666666,0.0036809815950920245,2021-01-26,2023-04-20,815
CUST006054,1558,2,1411.85,5,705.925,2,2,0.0,0.0,0.175,0.012195121951219513,2020-04-13,2020-09-23,164
CUST006056,108,4,4545.79,12,1136.4475,4,4,0.0,0.0,0.07500000000000001,0.0030234315948601664,2021-01-29,2024-09-12,1323
CUST006057,707,3,1644.82,9,548.2733333333333,3,3,0.0,0.0,0.05000000000000001,0.0027272727272727275,2020-01-19,2023-01-22,1100
CUST006058,544,3,3261.98,8,1087.3266666666666,3,2,0.0,0.3333333333333333,0.09999999999999999,0.002548853016142736,2020-04-14,2023-07-04,1177
CUST006061,1544,1,576.22,1,576.22,1,1,0.0,0.0,0.1,1.0,2020-10-07,2020-10-07,1
CUST006062,196,2,587.99,7,293.995,2,2,0.0,0.0,0.025,0.013333333333333334,2024-01-19,2024-06-16,150
CUST006063,1557,1,657.7,3,657.7,1,1,0.0,0.0,0.3,1.0,2020-09-24,2020-09-24,1
CUST006064,848,2,1113.63,4,556.815,2,2,0.0,0.0,0.225,0.0024752475247524753,2020-06-18,2022-09-03,808
CUST006065,426,4,4991.99,15,1247.9975,4,3,0.0,0.0,0.0375,0.003167062549485352,2020-05-16,2023-10-30,1263
CUST006066,516,2,1108.47,7,554.235,2,1,0.0,0.0,0.0,0.003278688524590164,2021-11-30,2023-08-01,610
CUST006067,640,3,908.12,4,302.70666666666665,2,2,0.0,0.0,0.09999999999999999,0.002926829268292683,2020-06-09,2023-03-30,1025
CUST006069,1330,1,278.07,1,278.07,1,1,0.0,0.0,0.1,1.0,2021-05-09,2021-05-09,1
CUST006070,297,1,172.31,1,172.31,1,1,0.0,0.0,0.15,1.0,2024-03-07,2024-03-07,1
CUST006071,82,6,5120.54,18,853.4233333333333,6,5,0.0,0.0,0.09166666666666667,0.004454342984409799,2021-01-31,2024-10-08,1347
CUST006072,949,2,1930.44,5,965.22,2,2,0.0,0.0,0.125,0.0036900369003690036,2020-11-30,2022-05-25,542
CUST006073,980,3,1188.83,9,396.27666666666664,3,1,0.0,0.0,0.06666666666666667,0.004524886877828055,2020-07-01,2022-04-24,663
CUST006074,1217,1,1294.14,3,1294.14,1,1,0.0,0.0,0.05,1.0,2021-08-30,2021-08-30,1
CUST006075,488,8,7824.24,25,978.03,8,6,0.0,0.0,0.125,0.008412197686645636,2021-01-21,2023-08-29,951
CUST006077,1098,5,3247.54,11,649.508,5,4,0.0,0.0,0.12,0.00792393026941363,2020-04-06,2021-12-27,631
CUST006078,567,2,1258.8899999999999,9,629.4449999999999,2,2,0.0,0.0,0.15,0.004081632653061225,2022-02-07,2023-06-11,490
CUST006080,1350,1,658.67,2,658.67,1,1,0.0,1.0,0.0,1.0,2021-04-19,2021-04-19,1
CUST006082,18,2,1704.16,4,852.08,2,2,0.5,0.0,0.025,0.011494252873563218,2024-06-21,2024-12-11,174
CUST006083,223,2,678.71,10,339.355,2,2,0.0,0.5,0.1,0.003436426116838488,2022-10-17,2024-05-20,582
CUST006085,1702,1,897.28,3,897.28,1,1,0.0,0.0,0.0,1.0,2020-05-02,2020-05-02,1
CUST006086,385,2,952.3900000000001,4,476.19500000000005,2,2,0.0,0.0,0.125,0.0016570008285004142,2020-08-21,2023-12-10,1207
CUST006087,1377,1,2142.35,4,2142.35,1,1,0.0,1.0,0.05,1.0,2021-03-23,2021-03-23,1
CUST006088,374,4,1899.1999999999998,7,474.79999999999995,4,2,0.0,0.0,0.07500000000000001,0.0032626427406199023,2020-08-13,2023-12-21,1226
CUST006089,1674,1,496.19,1,496.19,1,1,0.0,0.0,0.15,1.0,2020-05-30,2020-05-30,1
CUST006090,144,2,2232.77,6,1116.385,2,1,0.0,0.0,0.07500000000000001,0.001635322976287817,2021-04-03,2024-08-07,1223
CUST006095,854,2,1019.26,3,509.63,2,2,0.0,0.0,0.07500000000000001,0.0027816411682892906,2020-09-09,2022-08-28,719
CUST006101,514,3,1533.42,12,511.14000000000004,3,2,0.3333333333333333,0.0,0.09999999999999999,0.0023942537909018356,2020-02-28,2023-08-03,1253
CUST006102,794,2,1709.9699999999998,5,854.9849999999999,2,2,0.0,0.0,0.0,0.006644518272425249,2021-12-31,2022-10-27,301
CUST006103,1802,1,414.75,2,414.75,1,1,0.0,0.0,0.15,1.0,2020-01-23,2020-01-23,1
CUST006104,72,1,1036.65,5,1036.65,1,1,0.0,0.0,0.0,1.0,2024-10-18,2024-10-18,1
CUST006105,546,1,599.67,5,599.67,1,1,0.0,0.0,0.0,1.0,2023-07-02,2023-07-02,1
CUST006106,975,2,1028.74,6,514.37,2,2,0.0,0.0,0.025,0.0030075187969924814,2020-07-04,2022-04-29,665
CUST006108,1051,2,1278.56,6,639.28,2,2,0.0,0.5,0.0,0.0029542097488921715,2020-04-07,2022-02-12,677
CUST006109,93,2,1916.7399999999998,5,958.3699999999999,2,2,0.5,0.0,0.07500000000000001,0.05405405405405406,2024-08-22,2024-09-27,37
CUST006110,138,3,2735.67,7,911.89,3,3,0.0,0.0,0.08333333333333333,0.0036855036855036856,2022-05-23,2024-08-13,814
CUST006111,834,2,595.28,5,297.64,2,2,0.0,0.0,0.15000000000000002,0.008403361344537815,2022-01-23,2022-09-17,238
CUST006112,88,3,3249.33,8,1083.11,3,2,0.0,0.0,0.016666666666666666,0.0025906735751295338,2021-08-02,2024-10-02,1158
CUST006113,363,2,683.93,7,341.965,2,2,0.0,0.0,0.1,0.0017857142857142857,2020-12-08,2024-01-01,1120
CUST006114,795,3,5238.35,11,1746.1166666666668,3,2,0.0,0.0,0.049999999999999996,0.0032537960954446853,2020-04-18,2022-10-26,922
CUST006115,482,2,2153.92,6,1076.96,2,2,0.0,0.0,0.075,0.00423728813559322,2022-05-21,2023-09-04,472
CUST006116,531,2,1518.81,7,759.405,2,1,0.0,0.0,0.0,0.007272727272727273,2022-10-16,2023-07-17,275
CUST006117,1461,2,3461.49,9,1730.745,2,1,0.0,0.0,0.07500000000000001,0.03333333333333333,2020-10-31,2020-12-29,60
CUST006119,832,2,1580.26,4,790.13,2,2,0.0,0.0,0.07500000000000001,0.011834319526627219,2022-04-04,2022-09-19,169
CUST006120,675,2,1768.81,6,884.405,2,2,0.0,0.0,0.05,0.0044444444444444444,2021-12-01,2023-02-23,450
CUST006122,1296,1,756.57,4,756.57,1,1,0.0,0.0,0.15,1.0,2021-06-12,2021-06-12,1
CUST006123,268,1,773.16,2,773.16,1,1,0.0,0.0,0.3,1.0,2024-04-05,2024-04-05,1
CUST006124,198,3,3255.58,9,1085.1933333333334,3,2,0.3333333333333333,0.0,0.08333333333333333,0.0033632286995515697,2022-01-05,2024-06-14,892
CUST006125,987,1,2836.51,5,2836.51,1,1,0.0,0.0,0.05,1.0,2022-04-17,2022-04-17,1
CUST006126,1247,1,148.59,1,148.59,1,1,0.0,0.0,0.0,1.0,2021-07-31,2021-07-31,1
CUST006127,544,2,3302.3700000000003,7,1651.1850000000002,2,2,0.0,0.0,0.0,0.0015710919088766694,2020-01-09,2023-07-04,1273
CUST006128,23,5,4559.43,14,911.8860000000001,5,3,0.0,0.0,0.06,0.0045045045045045045,2021-11-23,2024-12-06,1110
CUST006129,45,5,2142.54,11,428.508,5,3,0.2,0.0,0.02,0.003094059405940594,2020-06-13,2024-11-14,1616
CUST006130,158,2,2342.06,6,1171.03,2,1,0.0,0.0,0.0,0.008130081300813009,2023-11-22,2024-07-24,246
CUST006131,368,3,1586.8999999999999,7,528.9666666666666,3,3,0.0,0.0,0.11666666666666665,0.003134796238244514,2021-05-15,2023-12-27,957
CUST006132,434,1,570.52,1,570.52,1,1,0.0,0.0,0.0,1.0,2023-10-22,2023-10-22,1
CUST006133,380,1,2078.21,5,2078.21,1,1,0.0,0.0,0.15,1.0,2023-12-15,2023-12-15,1
CUST006134,542,2,2367.26,8,1183.63,2,2,0.0,0.0,0.2,0.001759014951627089,2020-05-26,2023-07-06,1137
CUST006135,177,4,3851.83,14,962.9575,3,3,0.0,0.0,0.037500000000000006,0.003472222222222222,2021-05-11,2024-07-05,1152
CUST006136,333,3,1330.93,11,443.6433333333334,3,3,0.0,0.0,0.11666666666666665,0.00205761316872428,2020-02-04,2024-01-31,1458
CUST006137,975,1,2158.7,5,2158.7,1,1,0.0,1.0,0.05,1.0,2022-04-29,2022-04-29,1
CUST006138,14,3,2626.9,7,875.6333333333333,3,3,0.0,0.0,0.09999999999999999,0.003006012024048096,2022-03-24,2024-12-15,998
CUST006140,615,2,2808.1,9,1404.05,2,2,0.0,0.0,0.125,0.009523809523809525,2022-09-27,2023-04-24,210
CUST006141,1513,1,1555.95,4,1555.95,1,1,0.0,0.0,0.0,1.0,2020-11-07,2020-11-07,1
CUST006142,95,6,6434.61,17,1072.435,6,5,0.0,0.0,0.03333333333333333,0.0045385779122541605,2021-02-12,2024-09-25,1322
CUST006143,760,2,1163.2,3,581.6,2,2,0.0,0.0,0.175,0.018691588785046728,2022-08-16,2022-11-30,107
CUST006144,413,2,758.79,5,379.395,2,1,0.0,0.0,0.075,0.016260162601626018,2023-07-13,2023-11-12,123
CUST006145,335,3,3150.14,6,1050.0466666666666,3,3,0.0,0.0,0.05000000000000001,0.0032258064516129032,2021-07-14,2024-01-29,930
CUST006146,90,2,1031.56,2,515.78,2,2,0.0,0.0,0.075,0.002254791431792559,2022-04-28,2024-09-30,887
CUST006147,291,1,867.36,2,867.36,1,1,0.0,0.0,0.05,1.0,2024-03-13,2024-03-13,1
CUST006148,829,2,2549.4700000000003,6,1274.7350000000001,2,2,0.0,0.0,0.025,0.02666666666666667,2022-07-10,2022-09-22,75
CUST006149,261,1,301.86,1,301.86,1,1,0.0,0.0,0.1,1.0,2024-04-12,2024-04-12,1
CUST006150,1205,2,1781.97,4,890.985,2,2,0.5,0.0,0.1,0.0045871559633027525,2020-07-03,2021-09-11,436
CUST006151,652,4,2203.0600000000004,10,550.7650000000001,4,4,0.0,0.25,0.037500000000000006,0.006896551724137931,2021-08-16,2023-03-18,580
CUST006152,124,2,3745.2299999999996,8,1872.6149999999998,2,2,0.0,0.0,0.075,0.0015290519877675841,2021-01-28,2024-08-27,1308
CUST006153,1320,1,613.42,3,613.42,1,1,0.0,0.0,0.0,1.0,2021-05-19,2021-05-19,1
CUST006154,813,1,263.98,1,263.98,1,1,0.0,0.0,0.0,1.0,2022-10-08,2022-10-08,1
CUST006155,230,2,1811.83,8,905.915,2,2,0.0,0.0,0.175,0.0025252525252525255,2022-03-14,2024-05-13,792
CUST006156,1366,1,1708.44,4,1708.44,1,1,0.0,0.0,0.0,1.0,2021-04-03,2021-04-03,1
CUST006157,786,3,854.99,6,284.99666666666667,3,3,0.0,0.0,0.15,0.005067567567567568,2021-03-23,2022-11-04,592
CUST006158,339,1,1658.5,3,1658.5,1,1,0.0,0.0,0.0,1.0,2024-01-25,2024-01-25,1
CUST006159,214,5,5144.36,12,1028.8719999999998,5,4,0.0,0.0,0.030000000000000006,0.003450655624568668,2020-06-11,2024-05-29,1449
CUST006160,483,2,862.02,3,431.01,2,2,0.0,0.0,0.075,0.05555555555555555,2023-07-30,2023-09-03,36
CUST006161,784,1,1643.21,3,1643.21,1,1,0.0,0.0,0.2,1.0,2022-11-06,2022-11-06,1
CUST006162,1273,4,2309.62,10,577.405,4,3,0.0,0.0,0.025,0.010416666666666666,2020-06-17,2021-07-05,384
CUST006163,68,6,5302.93,20,883.8216666666667,6,4,0.0,0.16666666666666666,0.10000000000000002,0.0037359900373599006,2020-05-31,2024-10-22,1606
CUST006164,338,2,2583.99,6,1291.995,2,2,0.0,0.0,0.025,0.013422818791946308,2023-08-31,2024-01-26,149
CUST006165,538,3,4013.06,11,1337.6866666666667,3,2,0.0,0.0,0.10000000000000002,0.0023734177215189874,2020-01-24,2023-07-10,1264
CUST006166,889,3,928.57,8,309.52333333333337,3,2,0.0,0.0,0.11666666666666665,0.008670520231213872,2021-08-13,2022-07-24,346
CUST006167,569,3,2473.6,8,824.5333333333333,3,3,0.0,0.0,0.16666666666666666,0.0027726432532347504,2020-06-23,2023-06-09,1082
CUST006168,656,1,565.55,1,565.55,1,1,0.0,1.0,0.0,1.0,2023-03-14,2023-03-14,1
CUST006169,605,1,375.42,1,375.42,1,1,0.0,0.0,0.2,1.0,2023-05-04,2023-05-04,1
CUST006170,596,2,2499.71,6,1249.855,2,2,0.0,0.0,0.05,0.007692307692307693,2022-08-27,2023-05-13,260
CUST006172,36,4,3073.5,11,768.375,4,4,0.0,0.0,0.05,0.003076923076923077,2021-05-04,2024-11-23,1300
CUST006174,665,3,2434.26,13,811.4200000000001,3,2,0.0,0.0,0.05000000000000001,0.004966887417218543,2021-07-10,2023-03-05,604
CUST006175,508,3,1672.85,11,557.6166666666667,3,3,0.0,0.0,0.13333333333333333,0.003389830508474576,2021-03-08,2023-08-09,885
CUST006176,285,3,2404.45,8,801.4833333333332,3,2,0.0,0.0,0.10000000000000002,0.004909983633387889,2022-07-18,2024-03-19,611
CUST006179,1095,5,4283.68,14,856.7360000000001,5,4,0.0,0.0,0.12999999999999998,0.009541984732824428,2020-07-25,2021-12-30,524
CUST006180,917,1,1410.21,4,1410.21,1,1,0.0,0.0,0.0,1.0,2022-06-26,2022-06-26,1
CUST006181,47,2,840.26,2,420.13,2,2,0.0,0.0,0.15000000000000002,0.002911208151382824,2022-12-27,2024-11-12,687
CUST006182,141,3,3175.29,13,1058.43,3,1,0.3333333333333333,0.0,0.13333333333333333,0.0021474588403722263,2020-10-14,2024-08-10,1397
CUST006183,60,2,2578.98,9,1289.49,2,2,0.0,0.0,0.1,0.002081165452653486,2022-03-15,2024-10-30,961
CUST006184,1251,1,1206.02,4,1206.02,1,1,0.0,0.0,0.05,1.0,2021-07-27,2021-07-27,1
CUST006185,53,1,942.23,3,942.23,1,1,0.0,0.0,0.05,1.0,2024-11-06,2024-11-06,1
CUST006186,1739,1,1834.3,5,1834.3,1,1,0.0,0.0,0.05,1.0,2020-03-26,2020-03-26,1
CUST006187,89,1,1640.91,5,1640.91,1,1,0.0,0.0,0.05,1.0,2024-10-01,2024-10-01,1
CUST006188,237,4,2328.84,8,582.21,3,3,0.0,0.0,0.0625,0.0028228652081863093,2020-06-20,2024-05-06,1417
CUST006189,998,2,1005.8199999999999,9,502.90999999999997,2,2,0.0,0.0,0.025,0.01015228426395939,2021-09-22,2022-04-06,197
CUST006191,461,2,305.68,3,152.84,2,2,0.0,0.0,0.05,0.005277044854881266,2022-09-12,2023-09-25,379
CUST006192,311,2,2013.64,4,1006.82,2,2,0.0,0.0,0.025,0.003110419906687403,2022-05-21,2024-02-22,643
CUST006193,506,4,3447.4100000000003,17,861.8525000000001,4,4,0.25,0.0,0.0625,0.003421727972626176,2020-05-30,2023-08-11,1169
CUST006194,1448,2,2335.6,6,1167.8,2,2,0.0,0.0,0.225,0.008888888888888889,2020-06-01,2021-01-11,225
CUST006195,75,2,2628.2999999999997,5,1314.1499999999999,2,2,0.0,0.0,0.05,0.001483679525222552,2021-02-06,2024-10-15,1348
CUST006197,669,1,14.45,1,14.45,1,1,0.0,0.0,0.1,1.0,2023-03-01,2023-03-01,1
CUST006198,1340,2,882.44,9,441.22,2,2,0.0,0.0,0.22499999999999998,0.3333333333333333,2021-04-24,2021-04-29,6
CUST006199,468,3,1866.3,8,622.1,3,2,0.0,0.0,0.0,0.002737226277372263,2020-09-18,2023-09-18,1096
CUST006200,271,2,702.48,4,351.24,2,2,0.0,0.0,0.175,0.004073319755600814,2022-11-29,2024-04-02,491
CUST006201,329,2,3095.48,7,1547.74,2,2,0.0,0.0,0.025,0.0013531799729364006,2020-01-19,2024-02-04,1478
CUST006202,123,1,275.02,1,275.02,1,1,0.0,0.0,0.1,1.0,2024-08-28,2024-08-28,1
CUST006204,239,2,1837.03,7,918.515,2,2,0.0,0.0,0.15000000000000002,0.0045351473922902496,2023-02-19,2024-05-04,441
CUST006205,206,3,3913.36,13,1304.4533333333334,3,3,0.0,0.0,0.06666666666666667,0.0018738288569643974,2020-01-19,2024-06-06,1601
CUST006206,959,4,5802.08,15,1450.52,3,3,0.0,0.0,0.1125,0.006535947712418301,2020-09-11,2022-05-15,612
CUST006207,178,4,1984.19,9,496.0475,3,3,0.25,0.0,0.05,0.0026666666666666666,2020-05-27,2024-07-04,1500
