CustomerID,Recency,Frequency,Monetary,TotalQuantity,AverageOrderValue,UniqueProducts,UniqueCategories,ReturnRate,CancellationRate,AverageDiscount,AverageOrderFrequency,first_order_date,last_order_date,ActiveDays,customer_segment,ExpectedPurchaseCycle,OverdueRatio,ChurnRiskScore,CustomerLoyaltyIndex,RetentionPriority
CUST009082,1279,1,3141.2,5,3141.2,1,1,0.0,0.0,0.05,1.0,2021-06-29,2021-06-29,1,0,90.0,14.21,1.0,40.34,Reactivation Offer
CUST009083,1092,1,104.78,3,104.78,1,1,0.0,0.0,0.05,1.0,2022-01-02,2022-01-02,1,0,90.0,12.13,1.0,10.24,Reactivation Offer
CUST009084,627,3,3987.6,9,1329.2,3,3,0.0,0.0,0.05,0.0053763440860215,2021-10-02,2023-04-12,558,1,279.0,2.25,1.0,73.74,Re-engagement Push
CUST009085,656,1,1181.38,3,1181.38,1,1,0.0,0.0,0.1,1.0,2023-03-14,2023-03-14,1,0,90.0,7.29,1.0,22.84,Reactivation Offer
CUST009087,200,3,3819.83,10,1273.2766666666666,3,3,0.0,0.0,0.0999999999999999,0.0027497708524289,2021-06-18,2024-06-12,1091,2,365.0,0.55,0.5479,79.17,VIP Winback Alert
CUST009088,425,5,5744.799999999999,19,1148.9599999999998,5,4,0.0,0.0,0.14,0.0057537399309551,2021-06-15,2023-10-31,869,2,217.2,1.96,1.0,89.2,VIP Winback Alert
CUST009089,875,3,2458.12,9,819.3733333333333,3,3,0.0,0.0,0.0,0.013953488372093,2022-01-05,2022-08-07,215,1,107.5,8.14,1.0,61.35,Re-engagement Push
CUST009090,210,2,3006.08,6,1503.04,2,2,0.0,0.5,0.0,0.017094017094017,2024-02-07,2024-06-02,117,3,117.0,1.79,0.5753,55.36,Friction Resolution
CUST009091,754,3,2314.4700000000003,9,771.4900000000001,3,3,0.3333333333333333,0.0,0.15,0.0038910505836575,2020-10-27,2022-12-06,771,1,365.0,2.07,1.0,66.03,Re-engagement Push
CUST009092,7,3,2017.19,7,672.3966666666666,3,2,0.0,0.0,0.1333333333333333,0.0027247956403269,2021-12-18,2024-12-22,1101,1,365.0,0.02,0.0192,67.14,Cross-sell Campaign
CUST009093,1005,1,210.19,2,210.19,1,1,0.0,0.0,0.0,1.0,2022-03-30,2022-03-30,1,0,90.0,11.17,1.0,11.35,Reactivation Offer
CUST009094,481,1,2296.36,5,2296.36,1,1,0.0,0.0,0.1,1.0,2023-09-05,2023-09-05,1,0,90.0,5.34,1.0,34.01,Reactivation Offer
CUST009095,1195,3,3804.94,14,1268.3133333333333,3,3,0.0,0.0,0.1,0.0083333333333333,2020-09-27,2021-09-21,360,2,180.0,6.64,1.0,70.95,VIP Winback Alert
CUST009096,551,4,3165.59,7,791.3975,3,3,0.0,0.0,0.025,0.0037278657968313,2020-07-20,2023-06-27,1073,1,357.7,1.54,1.0,81.32,Re-engagement Push
CUST009097,169,1,304.83,2,304.83,1,1,0.0,0.0,0.0,1.0,2024-07-13,2024-07-13,1,0,90.0,1.88,0.463,12.43,Reactivation Offer
CUST009098,840,2,1210.0,3,605.0,2,2,0.0,0.0,0.0,0.0196078431372549,2022-06-02,2022-09-11,102,0,102.0,8.24,1.0,38.92,Reactivation Offer
CUST009099,762,2,888.97,3,444.485,2,2,0.0,0.0,0.075,0.064516129032258,2022-10-29,2022-11-28,31,0,31.0,24.58,1.0,34.67,Reactivation Offer
CUST009101,1227,2,442.88,2,221.44,2,1,0.0,0.0,0.05,0.0222222222222222,2021-05-23,2021-08-20,90,0,90.0,13.63,1.0,29.78,Reactivation Offer
CUST009102,93,1,262.05,2,262.05,1,1,0.0,0.0,0.0,1.0,2024-09-27,2024-09-27,1,0,90.0,1.03,0.2548,11.95,Reactivation Offer
CUST009103,62,3,2265.01,11,755.0033333333334,3,3,0.0,0.0,0.0333333333333333,0.0035502958579881,2022-07-07,2024-10-28,845,1,365.0,0.17,0.1699,66.43,Cross-sell Campaign
CUST009104,1364,1,1222.0,4,1222.0,1,1,0.0,1.0,0.15,1.0,2021-04-05,2021-04-05,1,3,90.0,15.16,1.0,23.3,Friction Resolution
CUST009105,358,3,4636.88,14,1545.6266666666668,3,3,0.0,0.0,0.0499999999999999,0.0030181086519114,2021-04-18,2024-01-06,994,2,365.0,0.98,0.9808,80.66,VIP Winback Alert
CUST009106,119,2,1461.69,4,730.845,2,1,0.0,0.0,0.05,0.0040983606557377,2023-05-03,2024-09-01,488,1,365.0,0.33,0.326,45.49,Cross-sell Campaign
CUST009107,653,3,3426.46,11,1142.1533333333334,3,3,0.0,0.0,0.1166666666666666,0.002710027100271,2020-03-06,2023-03-17,1107,2,365.0,1.79,1.0,77.6,VIP Winback Alert
CUST009108,1147,3,3081.15,12,1027.05,3,3,0.0,0.0,0.0833333333333333,0.0047846889952153,2020-02-21,2021-11-08,627,1,313.5,3.66,1.0,70.15,Re-engagement Push
CUST009109,203,2,2592.99,6,1296.495,2,2,0.0,0.0,0.0,0.0019230769230769,2021-08-05,2024-06-09,1040,1,365.0,0.56,0.5562,62.37,Cross-sell Campaign
CUST009110,386,4,3759.13,8,939.7825,4,3,0.0,0.0,0.025,0.0046620046620046,2021-08-04,2023-12-09,858,2,286.0,1.35,1.0,81.74,VIP Winback Alert
CUST009111,312,2,1032.46,5,516.23,2,2,0.0,0.0,0.175,0.0019436345966958,2021-04-29,2024-02-21,1029,1,365.0,0.85,0.8548,46.87,Re-engagement Push
CUST009112,1232,1,793.72,3,793.72,1,1,0.0,0.0,0.15,1.0,2021-08-15,2021-08-15,1,0,90.0,13.69,1.0,18.45,Reactivation Offer
CUST009113,11,4,5052.69,15,1263.1725,4,3,0.0,0.0,0.075,0.0025364616360177,2020-08-25,2024-12-18,1577,2,365.0,0.03,0.0301,92.88,VIP Loyalty Care
CUST009114,686,3,2518.31,8,839.4366666666666,3,3,0.0,0.0,0.0999999999999999,0.0029354207436399,2020-04-27,2023-02-12,1022,1,365.0,1.88,1.0,70.64,Re-engagement Push
CUST009115,752,2,2540.15,7,1270.0749999999998,2,2,0.0,0.0,0.025,0.017391304347826,2022-08-16,2022-12-08,115,1,115.0,6.54,1.0,51.95,Re-engagement Push
CUST009116,557,3,1292.96,5,430.9866666666667,3,2,0.3333333333333333,0.0,0.05,0.0041436464088397,2021-06-28,2023-06-21,724,1,362.0,1.54,1.0,55.42,Re-engagement Push
CUST009117,237,4,3350.39,11,837.5975,4,2,0.0,0.0,0.1124999999999999,0.0029651593773165,2020-08-27,2024-05-06,1349,2,365.0,0.65,0.6493,85.34,VIP Winback Alert
CUST009118,642,1,731.36,2,731.36,1,1,0.0,0.0,0.1,1.0,2023-03-28,2023-03-28,1,0,90.0,7.13,1.0,17.75,Reactivation Offer
CUST009119,46,3,3566.4300000000003,10,1188.8100000000002,3,1,0.0,0.0,0.0,0.0024979184013322,2021-08-01,2024-11-13,1201,1,365.0,0.13,0.126,79.35,Cross-sell Campaign
CUST009120,419,3,2926.71,9,975.57,3,3,0.0,0.0,0.0166666666666666,0.0066079295154185,2022-08-10,2023-11-06,454,1,227.0,1.85,1.0,67.32,Re-engagement Push
CUST009121,1724,1,2201.86,5,2201.86,1,1,0.0,0.0,0.05,1.0,2020-04-10,2020-04-10,1,0,90.0,19.16,1.0,33.15,Reactivation Offer
CUST009123,1402,2,1077.38,5,538.69,2,2,0.0,0.0,0.025,0.0101010101010101,2020-08-13,2021-02-26,198,0,198.0,7.08,1.0,38.38,Reactivation Offer
CUST009124,101,5,7229.889999999999,18,1445.9779999999998,4,3,0.0,0.0,0.08,0.0031210986267166,2020-05-02,2024-09-19,1602,2,365.0,0.28,0.2767,97.58,VIP Loyalty Care
CUST009125,378,6,7018.79,19,1169.7983333333334,5,4,0.0,0.0,0.1166666666666666,0.0050804403048264,2020-09-23,2023-12-17,1181,2,236.2,1.6,1.0,94.6,VIP Winback Alert
CUST009126,72,4,4513.76,13,1128.44,4,3,0.0,0.0,0.05,0.0032679738562091,2021-06-13,2024-10-18,1224,2,365.0,0.2,0.1973,88.5,VIP Loyalty Care
CUST009127,708,3,6192.36,14,2064.12,3,3,0.0,0.0,0.1166666666666666,0.0032786885245901,2020-07-21,2023-01-21,915,2,365.0,1.94,1.0,82.04,VIP Winback Alert
CUST009128,231,2,3765.37,8,1882.685,2,2,0.0,0.0,0.0,0.0024937655860349,2022-03-03,2024-05-12,802,1,365.0,0.63,0.6329,66.52,Re-engagement Push
CUST009129,1486,2,2974.94,8,1487.4699999999998,2,2,0.0,0.0,0.075,0.0099009900990099,2020-05-17,2020-12-04,202,0,202.0,7.36,1.0,56.0,Reactivation Offer
CUST009130,239,4,2331.79,12,582.9475,3,4,0.0,0.0,0.0,0.004004004004004,2021-08-10,2024-05-04,999,2,333.0,0.72,0.6548,74.29,VIP Winback Alert
CUST009133,501,3,4837.7,12,1612.5666666666666,3,2,0.0,0.0,0.1333333333333333,0.0023328149300155,2020-02-08,2023-08-16,1286,2,365.0,1.37,1.0,84.38,VIP Winback Alert
CUST009134,1379,2,1833.48,5,916.74,2,2,0.0,0.0,0.05,0.0181818181818181,2020-12-02,2021-03-21,110,0,110.0,12.54,1.0,45.49,Reactivation Offer
CUST009135,548,4,2815.6800000000003,7,703.9200000000001,4,2,0.0,0.0,0.0875,0.0036068530207394,2020-06-17,2023-06-30,1109,1,365.0,1.5,1.0,79.44,Re-engagement Push
CUST009136,1712,1,301.34,2,301.34,1,1,0.0,0.0,0.0,1.0,2020-04-22,2020-04-22,1,0,90.0,19.02,1.0,12.4,Reactivation Offer
CUST009137,295,2,1391.24,3,695.62,2,2,0.0,0.0,0.0,0.001412429378531,2020-04-24,2024-03-09,1416,1,365.0,0.81,0.8082,55.01,Re-engagement Push
CUST009138,503,4,3263.45,13,815.8625,4,4,0.0,0.0,0.0375,0.0041884816753926,2021-01-02,2023-08-14,955,2,318.3,1.58,1.0,80.49,VIP Winback Alert
CUST009139,653,1,1992.73,5,1992.73,1,1,0.0,0.0,0.15,1.0,2023-03-17,2023-03-17,1,0,90.0,7.26,1.0,31.24,Reactivation Offer
CUST009140,222,1,119.95,1,119.95,1,1,0.0,1.0,0.15,1.0,2024-05-21,2024-05-21,1,3,90.0,2.47,0.6082,10.4,Friction Resolution
CUST009141,108,2,3002.38,8,1501.19,2,2,0.0,0.5,0.025,0.0018832391713747,2021-10-17,2024-09-12,1062,3,365.0,0.3,0.2959,65.54,Friction Resolution
CUST009142,1085,1,1420.56,3,1420.56,1,1,0.0,0.0,0.0,1.0,2022-01-09,2022-01-09,1,0,90.0,12.06,1.0,25.46,Reactivation Offer
CUST009143,1336,1,1008.7,5,1008.7,1,1,0.0,0.0,0.1,1.0,2021-05-03,2021-05-03,1,0,90.0,14.84,1.0,20.89,Reactivation Offer
CUST009144,330,4,2069.44,12,517.36,4,3,0.0,0.0,0.0875,0.0030349013657056,2020-06-26,2024-02-03,1318,2,365.0,0.9,0.9041,75.52,VIP Winback Alert
CUST009145,1809,1,676.86,2,676.86,1,1,0.0,0.0,0.05,1.0,2020-01-16,2020-01-16,1,0,90.0,20.1,1.0,17.13,Reactivation Offer
CUST009146,92,1,75.87,3,75.87,1,1,0.0,0.0,0.0,1.0,2024-09-28,2024-09-28,1,0,90.0,1.02,0.2521,9.97,Reactivation Offer
CUST009147,119,2,713.55,6,356.775,2,2,0.0,0.0,0.025,0.0012468827930174,2020-04-12,2024-09-01,1604,1,365.0,0.33,0.326,48.85,Cross-sell Campaign
CUST009148,950,1,573.73,4,573.73,1,1,0.0,0.0,0.05,1.0,2022-05-24,2022-05-24,1,0,90.0,10.56,1.0,15.88,Reactivation Offer
CUST009149,1345,1,1221.93,2,1221.93,1,1,0.0,1.0,0.05,1.0,2021-04-24,2021-04-24,1,3,90.0,14.94,1.0,23.3,Friction Resolution
CUST009150,6,3,1846.73,7,615.5766666666667,3,3,0.0,0.0,0.0833333333333333,0.0026501766784452,2021-11-18,2024-12-23,1132,1,365.0,0.02,0.0164,65.82,Cross-sell Campaign
CUST009151,1737,1,1446.0,3,1446.0,1,1,0.0,0.0,0.25,1.0,2020-03-28,2020-03-28,1,0,90.0,19.3,1.0,25.72,Reactivation Offer
CUST009153,180,1,965.38,3,965.38,1,1,0.0,0.0,0.05,1.0,2024-07-02,2024-07-02,1,0,90.0,2.0,0.4932,20.4,Reactivation Offer
CUST009154,152,1,2523.55,4,2523.55,1,1,0.0,0.0,0.0,1.0,2024-07-30,2024-07-30,1,0,90.0,1.69,0.4164,35.96,Reactivation Offer
CUST009155,987,2,3233.78,10,1616.89,2,2,0.0,0.0,0.0,0.0027739251040221,2020-04-27,2022-04-17,721,1,365.0,2.7,1.0,63.05,Re-engagement Push
CUST009156,196,1,425.26,1,425.26,1,1,0.0,0.0,0.2,1.0,2024-06-16,2024-06-16,1,0,90.0,2.18,0.537,13.89,Reactivation Offer
CUST009157,1049,2,2048.97,5,1024.485,2,2,0.0,0.0,0.15,0.0066445182724252,2021-04-20,2022-02-14,301,0,301.0,3.49,1.0,49.48,Reactivation Offer
CUST009158,1118,1,599.23,2,599.23,1,1,0.0,0.0,0.0,1.0,2021-12-07,2021-12-07,1,0,90.0,12.42,1.0,16.18,Reactivation Offer
CUST009159,1014,1,1949.2,4,1949.2,1,1,0.0,0.0,0.1,1.0,2022-03-21,2022-03-21,1,0,90.0,11.27,1.0,30.82,Reactivation Offer
CUST009161,1416,2,1391.95,4,695.975,2,1,0.0,0.0,0.125,0.021505376344086,2020-11-12,2021-02-12,93,0,93.0,15.23,1.0,40.83,Reactivation Offer
CUST009162,684,2,1608.9,4,804.45,2,2,0.0,0.5,0.0,0.0088495575221238,2022-07-04,2023-02-14,226,3,226.0,3.03,1.0,44.35,Friction Resolution
CUST009163,107,5,5677.47,18,1135.494,4,4,0.0,0.0,0.12,0.0031746031746031,2020-05-23,2024-09-13,1575,2,365.0,0.29,0.2932,96.4,VIP Loyalty Care
CUST009166,1596,2,1501.13,8,750.565,2,2,0.0,0.0,0.1,0.0294117647058823,2020-06-10,2020-08-16,68,0,68.0,23.47,1.0,41.74,Reactivation Offer
CUST009167,113,2,844.25,3,422.125,2,2,0.0,0.0,0.075,0.0020597322348094,2022-01-11,2024-09-07,971,1,365.0,0.31,0.3096,44.04,Cross-sell Campaign
CUST009169,181,2,783.49,4,391.745,2,2,0.0,0.0,0.175,0.0013821700069108,2020-07-16,2024-07-01,1447,1,365.0,0.5,0.4959,48.5,Cross-sell Campaign
CUST009170,1525,1,391.38,5,391.38,1,1,0.0,0.0,0.1,1.0,2020-10-26,2020-10-26,1,0,90.0,16.94,1.0,13.47,Reactivation Offer
CUST009171,35,2,3808.06,8,1904.03,2,2,0.0,0.0,0.0,0.0017064846416382,2021-09-10,2024-11-24,1172,1,365.0,0.1,0.0959,70.96,Cross-sell Campaign
CUST009172,22,4,6027.219999999999,17,1506.8049999999998,4,3,0.0,0.0,0.125,0.0054054054054054,2022-11-29,2024-12-07,740,2,246.7,0.09,0.0603,85.42,VIP Loyalty Care
CUST009173,151,1,253.45,1,253.45,1,1,0.0,0.0,0.1,1.0,2024-07-31,2024-07-31,1,0,90.0,1.68,0.4137,11.85,Reactivation Offer
CUST009174,764,1,542.33,3,542.33,1,1,0.0,0.0,0.05,1.0,2022-11-26,2022-11-26,1,0,90.0,8.49,1.0,15.46,Reactivation Offer
CUST009175,744,2,3373.98,6,1686.9899999999998,2,1,0.0,0.0,0.025,0.0036764705882352,2021-06-21,2022-12-16,544,1,365.0,2.04,1.0,61.83,Re-engagement Push
CUST009176,644,1,2092.35,5,2092.35,1,1,0.0,0.0,0.15,1.0,2023-03-26,2023-03-26,1,0,90.0,7.16,1.0,32.19,Reactivation Offer
CUST009178,103,4,7178.22,17,1794.555,4,4,0.0,0.0,0.05,0.0026631158455392,2020-08-08,2024-09-17,1502,2,365.0,0.28,0.2822,94.27,VIP Loyalty Care
CUST009179,263,5,3950.79,11,790.158,5,5,0.0,0.0,0.0699999999999999,0.003940110323089,2020-10-20,2024-04-10,1269,2,317.2,0.83,0.7205,89.77,VIP Winback Alert
CUST009180,446,1,391.75,1,391.75,1,1,0.0,0.0,0.3,1.0,2023-10-10,2023-10-10,1,0,90.0,4.96,1.0,13.48,Reactivation Offer
CUST009181,109,1,1705.75,3,1705.75,1,1,0.0,0.0,0.05,1.0,2024-09-11,2024-09-11,1,0,90.0,1.21,0.2986,28.41,Reactivation Offer
CUST009182,528,2,1119.24,5,559.62,2,2,0.0,0.0,0.15,0.0087336244541484,2022-12-04,2023-07-20,229,1,229.0,2.31,1.0,39.19,Re-engagement Push
CUST009183,757,2,2391.13,6,1195.565,2,2,0.5,0.0,0.15,0.003338898163606,2021-04-14,2022-12-03,599,1,365.0,2.07,1.0,55.63,Re-engagement Push
CUST009184,47,5,4589.46,12,917.892,5,5,0.0,0.0,0.13,0.003065603923973,2020-05-27,2024-11-12,1631,2,365.0,0.13,0.1288,94.79,VIP Loyalty Care
CUST009185,521,1,1155.03,2,1155.03,1,1,0.0,0.0,0.0,1.0,2023-07-27,2023-07-27,1,0,90.0,5.79,1.0,22.55,Reactivation Offer
CUST009186,681,3,4385.71,10,1461.9033333333334,3,3,0.0,0.0,0.0833333333333333,0.0077120822622107,2022-01-25,2023-02-17,389,1,194.5,3.5,1.0,73.28,Re-engagement Push
CUST009187,478,2,539.97,4,269.985,2,2,0.0,0.0,0.1,0.0029239766081871,2021-10-25,2023-09-08,684,1,365.0,1.31,1.0,37.21,Re-engagement Push
CUST009189,152,2,711.26,7,355.63,2,2,0.0,0.0,0.0,0.0145985401459854,2024-03-16,2024-07-30,137,1,137.0,1.11,0.4164,33.58,Cross-sell Campaign
CUST009190,927,3,3393.45,10,1131.15,3,2,0.0,0.0,0.0666666666666666,0.0055350553505535,2020-12-22,2022-06-16,542,1,271.0,3.42,1.0,71.01,Re-engagement Push
CUST009191,1503,1,1165.62,3,1165.62,1,1,0.0,0.0,0.05,1.0,2020-11-17,2020-11-17,1,0,90.0,16.7,1.0,22.66,Reactivation Offer
CUST009192,287,2,1939.79,6,969.895,2,1,0.0,0.0,0.1,0.0014792899408284,2020-07-05,2024-03-17,1352,1,365.0,0.79,0.7863,60.0,Re-engagement Push
CUST009195,1325,1,95.66,1,95.66,1,1,0.0,0.0,0.05,1.0,2021-05-14,2021-05-14,1,0,90.0,14.72,1.0,10.16,Reactivation Offer
CUST009196,102,3,756.54,9,252.18,3,3,0.0,0.0,0.0333333333333333,0.0065359477124183,2023-06-18,2024-09-18,459,1,229.5,0.44,0.2795,46.44,Cross-sell Campaign
CUST009197,260,2,1882.29,6,941.145,2,2,0.0,0.0,0.05,0.0013860013860013,2020-05-02,2024-04-13,1443,1,365.0,0.71,0.7123,60.29,Re-engagement Push
CUST009199,1297,1,2137.17,4,2137.17,1,1,0.0,0.0,0.05,1.0,2021-06-11,2021-06-11,1,0,90.0,14.41,1.0,32.6,Reactivation Offer
CUST009200,1548,1,489.16,1,489.16,1,1,0.0,0.0,0.05,1.0,2020-10-03,2020-10-03,1,0,90.0,17.2,1.0,14.75,Reactivation Offer
CUST009201,1663,1,41.92,2,41.92,1,1,0.0,0.0,0.0,1.0,2020-06-10,2020-06-10,1,0,90.0,18.48,1.0,9.67,Reactivation Offer
CUST009202,216,3,3368.82,8,1122.94,3,2,0.0,0.0,0.0,0.0032051282051282,2021-11-04,2024-05-27,936,1,365.0,0.59,0.5918,75.31,Cross-sell Campaign
CUST009203,1181,2,2535.78,6,1267.89,2,2,0.0,0.0,0.025,0.0039840637450199,2020-05-22,2021-10-05,502,1,365.0,3.24,1.0,55.83,Re-engagement Push
CUST009204,395,1,663.25,1,663.25,1,1,0.0,0.0,0.0,1.0,2023-11-30,2023-11-30,1,0,90.0,4.39,1.0,16.97,Reactivation Offer
CUST009205,1167,2,709.23,2,354.615,2,2,0.0,0.0,0.125,0.006006006006006,2020-11-21,2021-10-19,333,0,333.0,3.5,1.0,35.48,Reactivation Offer
CUST009206,612,2,1845.26,9,922.63,2,2,0.0,0.5,0.075,0.0017699115044247,2020-03-24,2023-04-27,1130,3,365.0,1.68,1.0,56.68,Friction Resolution
CUST009207,686,2,1182.77,3,591.385,2,1,0.0,0.0,0.0,0.001937984496124,2020-04-17,2023-02-12,1032,1,365.0,1.88,1.0,48.59,Re-engagement Push
CUST009208,1319,2,3418.81,7,1709.405,2,1,0.0,0.0,0.125,0.0062893081761006,2020-07-07,2021-05-20,318,0,318.0,4.15,1.0,59.71,Reactivation Offer
CUST009209,1388,1,1292.58,3,1292.58,1,1,0.0,0.0,0.05,1.0,2021-03-12,2021-03-12,1,0,90.0,15.42,1.0,24.07,Reactivation Offer
CUST009210,593,1,2140.94,4,2140.94,1,1,0.0,0.0,0.0,1.0,2023-05-16,2023-05-16,1,0,90.0,6.59,1.0,32.63,Reactivation Offer
CUST009211,513,4,3897.56,10,974.39,4,4,0.0,0.0,0.0625,0.0042780748663101,2021-01-12,2023-08-04,935,2,311.7,1.65,1.0,83.19,VIP Winback Alert
CUST009212,1660,1,1828.03,5,1828.03,1,1,0.0,0.0,0.2,1.0,2020-06-13,2020-06-13,1,0,90.0,18.44,1.0,29.62,Reactivation Offer
CUST009213,546,2,1579.13,8,789.5649999999999,2,1,0.0,0.0,0.05,0.019047619047619,2023-03-20,2023-07-02,105,0,105.0,5.2,1.0,42.84,Reactivation Offer
CUST009214,315,2,751.7,5,375.85,2,2,0.0,0.0,0.025,0.0035398230088495,2022-08-03,2024-02-18,565,1,365.0,0.86,0.863,38.4,Re-engagement Push
CUST009215,1203,1,451.07,2,451.07,1,1,0.0,0.0,0.05,1.0,2021-09-13,2021-09-13,1,0,90.0,13.37,1.0,14.25,Reactivation Offer
CUST009216,192,3,3246.31,9,1082.1033333333332,3,3,0.0,0.0,0.0666666666666666,0.0023622047244094,2020-12-29,2024-06-20,1270,1,365.0,0.53,0.526,78.47,Cross-sell Campaign
CUST009217,609,3,3131.81,10,1043.9366666666667,3,3,0.0,0.0,0.0166666666666666,0.0034324942791762,2020-12-08,2023-04-30,874,1,365.0,1.67,1.0,73.28,Re-engagement Push
CUST009218,123,3,659.9200000000001,8,219.97333333333336,3,3,0.0,0.0,0.1333333333333333,0.0018927444794952,2020-04-27,2024-08-28,1585,1,365.0,0.34,0.337,57.22,Cross-sell Campaign
CUST009219,527,5,5487.4,13,1097.48,5,4,0.0,0.0,0.0699999999999999,0.0069444444444444,2021-08-01,2023-07-21,720,2,180.0,2.93,1.0,87.21,VIP Winback Alert
CUST009220,298,2,1809.55,7,904.775,2,1,0.0,0.0,0.125,0.0020470829068577,2021-07-04,2024-03-06,977,1,365.0,0.82,0.8164,54.55,Re-engagement Push
CUST009222,475,1,437.7,5,437.7,1,1,0.0,0.0,0.0,1.0,2023-09-11,2023-09-11,1,0,90.0,5.28,1.0,14.06,Reactivation Offer
CUST009223,230,2,934.56,5,467.28,2,2,0.0,0.0,0.075,0.0036968576709796,2022-11-20,2024-05-13,541,1,365.0,0.63,0.6301,40.25,Re-engagement Push
CUST009225,744,2,1280.95,9,640.475,2,2,0.0,0.0,0.025,0.0104712041884816,2022-06-09,2022-12-16,191,1,191.0,3.9,1.0,40.55,Re-engagement Push
CUST009227,175,2,2478.63,8,1239.315,2,2,0.0,0.0,0.125,0.0044247787610619,2023-04-13,2024-07-07,452,1,365.0,0.48,0.4795,54.82,Cross-sell Campaign
CUST009228,1543,1,345.53,5,345.53,1,1,0.0,0.0,0.2,1.0,2020-10-08,2020-10-08,1,0,90.0,17.14,1.0,12.9,Reactivation Offer
CUST009229,1024,3,4623.1,13,1541.0333333333335,3,3,0.0,0.0,0.05,0.0056285178236397,2020-09-25,2022-03-11,533,2,266.5,3.84,1.0,75.44,VIP Winback Alert
CUST009230,1520,1,949.65,3,949.65,1,1,0.0,0.0,0.05,1.0,2020-10-31,2020-10-31,1,0,90.0,16.89,1.0,20.22,Reactivation Offer
CUST009231,105,4,2422.01,12,605.5025,4,2,0.0,0.0,0.0625,0.0028922631959508,2020-12-03,2024-09-15,1383,2,365.0,0.29,0.2877,79.25,VIP Loyalty Care
CUST009232,678,2,1283.52,7,641.76,2,2,0.0,0.0,0.15,0.0029761904761904,2021-04-20,2023-02-20,672,1,365.0,1.86,1.0,45.6,Re-engagement Push
CUST009233,953,1,1227.54,2,1227.54,1,1,1.0,0.0,0.0,1.0,2022-05-21,2022-05-21,1,0,90.0,10.59,1.0,23.37,Reactivation Offer
CUST009234,1012,4,2846.98,14,711.745,3,3,0.0,0.0,0.05,0.0093896713615023,2021-01-22,2022-03-23,426,2,142.0,7.13,1.0,72.01,VIP Winback Alert
CUST009235,351,4,4788.37,11,1197.0925,4,3,0.0,0.0,0.1,0.0061919504643962,2022-04-08,2024-01-13,646,2,215.3,1.63,0.9616,82.55,VIP Winback Alert
CUST009236,252,4,3805.21,10,951.3025,3,3,0.0,0.0,0.0875,0.0036330608537693,2021-04-17,2024-04-21,1101,2,365.0,0.69,0.6904,84.74,VIP Winback Alert
CUST009237,1781,1,960.92,3,960.92,1,1,0.0,0.0,0.05,1.0,2020-02-13,2020-02-13,1,0,90.0,19.79,1.0,20.35,Reactivation Offer
CUST009239,531,3,2179.04,8,726.3466666666667,3,3,0.0,0.0,0.0666666666666666,0.0028116213683223,2020-08-15,2023-07-17,1067,1,365.0,1.45,1.0,68.23,Re-engagement Push
CUST009240,229,3,936.37,6,312.1233333333334,3,2,0.0,0.3333333333333333,0.0833333333333333,0.0026292725679228,2021-03-31,2024-05-14,1141,1,365.0,0.63,0.6274,56.18,Re-engagement Push
CUST009241,1779,1,352.1,1,352.1,1,1,0.0,0.0,0.2,1.0,2020-02-15,2020-02-15,1,0,90.0,19.77,1.0,12.98,Reactivation Offer
CUST009242,1690,1,1692.25,3,1692.25,1,1,0.0,0.0,0.05,1.0,2020-05-14,2020-05-14,1,0,90.0,18.78,1.0,28.27,Reactivation Offer
CUST009243,548,3,1943.66,7,647.8866666666667,3,3,0.0,0.0,0.0833333333333333,0.0025020850708924,2020-03-19,2023-06-30,1199,1,365.0,1.5,1.0,67.54,Re-engagement Push
CUST009244,45,3,1384.14,7,461.38,3,3,0.0,0.0,0.1666666666666666,0.0023942537909018,2021-06-11,2024-11-14,1253,1,365.0,0.12,0.1233,62.41,Cross-sell Campaign
CUST009245,121,5,5701.4400000000005,18,1140.288,3,3,0.0,0.0,0.0,0.0052687038988408,2022-01-25,2024-08-30,949,2,237.2,0.51,0.3315,90.08,VIP Loyalty Care
CUST009246,133,3,4298.48,13,1432.8266666666666,3,3,0.0,0.0,0.0666666666666666,0.0019505851755526,2020-06-03,2024-08-18,1538,2,365.0,0.36,0.3644,85.33,VIP Loyalty Care
CUST009247,386,2,1599.96,7,799.98,2,2,0.0,0.0,0.1,0.0072727272727272,2023-03-10,2023-12-09,275,1,275.0,1.4,1.0,44.71,Re-engagement Push
CUST009248,141,3,3512.67,10,1170.89,2,3,0.0,0.0,0.1,0.001967213114754,2020-06-08,2024-08-10,1525,1,365.0,0.39,0.3863,82.18,Cross-sell Campaign
CUST009249,729,2,2345.07,7,1172.535,2,2,0.0,0.0,0.125,0.0056022408963585,2022-01-09,2022-12-31,357,1,357.0,2.04,1.0,52.66,Re-engagement Push
CUST009250,1203,1,1994.32,4,1994.32,1,1,0.0,0.0,0.1,1.0,2021-09-13,2021-09-13,1,0,90.0,13.37,1.0,31.26,Reactivation Offer
CUST009251,552,2,1763.85,10,881.925,2,2,0.0,0.0,0.025,0.0022148394241417,2021-01-05,2023-06-26,903,1,365.0,1.51,1.0,53.24,Re-engagement Push
CUST009252,366,2,3085.89,7,1542.945,2,2,0.0,0.0,0.15,0.0022727272727272,2021-08-02,2023-12-29,880,1,365.0,1.0,1.0,63.95,Re-engagement Push
